epoch,loss,mae,val_loss,val_mae
0,0.06445541977882385,0.6915021538734436,0.16420911252498627,1.6911808252334595
1,0.024576572701334953,0.2897440493106842,0.16581448912620544,1.7073132991790771
2,0.02170242927968502,0.26043978333473206,0.16267579793930054,1.6757549047470093
3,0.017171965911984444,0.21329715847969055,0.15479330718517303,1.5969585180282593
4,0.015128773637115955,0.19161681830883026,0.11597007513046265,1.207364797592163
5,0.011058385483920574,0.14807797968387604,0.04932231083512306,0.5407953858375549
6,0.01011071540415287,0.1379624307155609,0.016081562265753746,0.19997376203536987
7,0.00882001407444477,0.12414424121379852,0.009670031256973743,0.13374541699886322
8,0.009284107945859432,0.12972992658615112,0.010541415773332119,0.14310425519943237
9,0.00822565145790577,0.11804510653018951,0.009285316802561283,0.1308927685022354
10,0.00662573566660285,0.09947311133146286,0.008435999974608421,0.12053682655096054
11,0.005618485622107983,0.08839059621095657,0.0064213271252810955,0.09490454196929932
12,0.005506210960447788,0.0871037170290947,0.0046224817633628845,0.07340621203184128
13,0.005358548369258642,0.08549582213163376,0.004553996026515961,0.07946839183568954
14,0.005119498819112778,0.08294167369604111,0.0039789737202227116,0.06818854808807373
15,0.004433979745954275,0.07466944307088852,0.003316050162538886,0.05807371065020561
16,0.004149721469730139,0.07122993469238281,0.0030659744516015053,0.0572856143116951
17,0.0041360571049153805,0.07112548500299454,0.00328271696344018,0.05874054506421089
18,0.004105720669031143,0.07081665843725204,0.004056697245687246,0.0672568753361702
19,0.004095213022083044,0.07083601504564285,0.003264814615249634,0.059415314346551895
20,0.0036599310114979744,0.06550026684999466,0.0024140754248946905,0.047254301607608795
21,0.0036184568889439106,0.0649101510643959,0.0023234630934894085,0.04472735524177551
22,0.003534708870574832,0.06396380066871643,0.003233640920370817,0.05647370219230652
23,0.003507733577862382,0.06366287916898727,0.0022250881884247065,0.043749451637268066
24,0.0034187911078333855,0.06271486729383469,0.002452970715239644,0.04829789698123932
25,0.003311190754175186,0.061272554099559784,0.0018603550270199776,0.03670807555317879
26,0.0032391701824963093,0.060447171330451965,0.0019408742664381862,0.03714899718761444
27,0.0032512694597244263,0.06050307676196098,0.002070877468213439,0.03993033990263939
28,0.0032369825057685375,0.06036366894841194,0.0019251544727012515,0.03863901644945145
29,0.003199402242898941,0.05993810296058655,0.001943257637321949,0.0375048965215683
30,0.00310505204834044,0.05878501385450363,0.0017152272630482912,0.03419821709394455
31,0.0030585811473429203,0.05820024013519287,0.0016765506006777287,0.03285747393965721
32,0.0030882791616022587,0.058544036000967026,0.0017570501659065485,0.03592342138290405
33,0.0030464951414614916,0.05804213881492615,0.0017714956775307655,0.03490384668111801
34,0.0030181673355400562,0.05769668519496918,0.0016367643838748336,0.03201768919825554
35,0.0029967869631946087,0.05751366913318634,0.001677870168350637,0.03309030458331108
36,0.0029693436808884144,0.05711664631962776,0.001602285192348063,0.031398579478263855
37,0.00295712030492723,0.05701382830739021,0.0015974669950082898,0.031392958015203476
38,0.0029454475734382868,0.056775446981191635,0.0016259574331343174,0.03213225677609444
39,0.0029405406676232815,0.056743476539850235,0.0015838886611163616,0.03134849667549133
40,0.002930260496214032,0.05669058486819267,0.0015415009111166,0.030270710587501526
41,0.002927252324298024,0.05655711516737938,0.001560476957820356,0.030936144292354584
42,0.002965357154607773,0.057023994624614716,0.001550555694848299,0.030742257833480835
43,0.002928921254351735,0.05663548782467842,0.0015587297966703773,0.030687525868415833
44,0.002958397613838315,0.056973766535520554,0.0015708357095718384,0.031016267836093903
45,0.0029028186108917,0.05632321909070015,0.001527960761450231,0.030266406014561653
46,0.0029008053243160248,0.0562032051384449,0.0015488998033106327,0.03058658167719841
47,0.002901343861594796,0.05625990405678749,0.001518551609478891,0.029859287664294243
48,0.002882714383304119,0.05603871867060661,0.0015179688343778253,0.02990969829261303
49,0.0029215142130851746,0.056526318192481995,0.0015278442297130823,0.030131477862596512
